testnet_pk;mainnet_beta_pk;onboarding_number;state;tds_onboarding_group;tn_calculated_stats_avg_self_stake;tn_calculated_stats_avg_skip_rate;tn_calculated_stats_bonus_and_baseline_percent;tn_calculated_stats_bonus_epochs_percent;tn_calculated_stats_num_bonus_last_10;tn_calculated_stats_percent_bonus_last_13_epochs;tn_calculated_stats_percent_bonus_since_aug1_2021;tn_calculated_stats_vote_credit_score;tn_calculated_stats_vote_credits_last_64_epochs;tn_name
E4YYWrsKv9YkBjLRtVNYn792RavzkXL6NPJ5Z4sHXiG5;HPN8ANgpeF5mcViFW6fTCXGWPdQ6LhRWvcx86JVEkFC2;None;Approved;8;0;43.60504983007164;31.818181818181817;25.757575757575758;8;0.8461538461538461;0.7727272727272727;0.7095136866197915;14369438;None
DA7SNDUGAHwcXxHoUhbPqTv2p8GnncMpRYYoT6eJKmSR;BWQyzbv91RiqL94DoCcXTYUqvpUrYdMF3N1N6qHNFtJm;None;Approved;11;27043988585600;21.58757562297696;33.333333333333336;33.333333333333336;10;1;1;0.7640698684514128;15474338;google
FdTKWL6UZ6RnVVHG6uw3dmA57u3URXuc4BvwjUGnMrn7;FgF45YaaF57X8MbcQz2zubreiN2ffovUmKFkdc4b8eKS;None;Pending;None;;;;;;;;;;None
29mA6zhspyms8m17FX8ztzz5UU9Fdqbumk1vxEGUkC7H;APmupPhGXwipp4M4FzbmGkny3HTdYM1vfVv6qVL3nj8w;69;Pending;None;0;21.644985623009223;36.0655737704918;36.0655737704918;10;1;1;0.6768412538550147;13707739;None
g1jyzFsCaJZmfkCWxcAF8Ay9DFm82cSrM4yfi8aDkgt;Atx82a7iECXBo3Ac7WPd5n598CcCFjB9KvbKhTXzG5VN;840;Pending;None;0;77.1262908117595;53.65853658536585;14.634146341463415;4;0.3076923076923077;0.2727272727272727;0.3691564855864582;7476348;None
AfGmhzoubc9DzrgbsnoKpoh4N4PxxzyoLqG4GK8PBnYr;4YZmqVgvCU2YjiH652qeGd1LASGtDMCF12DEVtsa7hyT;None;Pending;None;;;;;;;;;;None
AyXMWbdxpvDoeJmueCBA3B4w9VURpiQu6pbjrwM2z3kR;5hyHG7SnmJAHZmM9shuq6BXxLSG2EeosMH3ZohtaewFM;None;Approved;7;0;32.058686923725354;33.333333333333336;27.272727272727273;10;1;0.8181818181818182;0.7313919055098188;14812527;Ramz
C9UahsjNtQao74K3zYdJdkGrhfcn7Rf1szmMtUP6fSRf;9Yb1epzjDEkyiAUKtAND6mHK4DgovbEub9LmRKG3JogZ;788;Pending;12.1;997717120;67.73561507936508;26.865671641791046;4.477611940298507;3;0.23076923076923078;0.13636363636363635;0.7160302099734073;14501414;None
3Zc4vNePwpwp7jr8jj7wQoUxUUpjD379snUq2X4RoKbq;3BdKDRjq4amnYRFmg5PgM8WJzAVp4ZsBgG6ZtqmeBuxu;1139;Pending;None;0;;75;0;0;0;0;0.03154195599490177;638804;None
12NG4Y7LGq8VQgtDZxn82ok4eGUEqmhzKh3wZtsakjLN;Ecs6YWKzgZXu3oS4WCyWzWf4kw2g7XnE7eWwq83TQBaG;None;Approved;8;;;;;;;;;;None
iX7Z4qJ54RFfa51zCPi9ZXvtd9Ynq8hHugdwWjtRdLp;DcRezoDsvNyuGFJvFBVb55uFYyXqXyJTnmaqGwUxLE6L;None;Pending;None;;;;;;;;;;None
F8WLRfCedqTz4qyPAG8neZ3oyrzwZcuUYTiyxKQXybgA;63i5wQFrXZY5UjLdgN94w1Uv3DS28eMJf5R3feE8LsYs;None;Pending;None;;;;;;;;;;None
6ktST2UVE8JcV9wDyycRzXRVxNTowzZbz8W3LM97AZrF;CnfcKFnKS1yfjbqJqjLDhVRHzdsXeJjHtA1EHxxSWsyG;None;Pending;None;;;;;;;;;;None
HNNG7GrfmZoq4vvCJVqba3Asns2HewPF2B5zJ1uLnSth;79atGZkHEievzFereo8piy5ViBSVFiSToh86mKRB12SF;None;Pending;None;;;;;;;;;;None
YYYYW8eKkmwQFhVGUKdBAnDQPuhMTpG7zwm9nikNndC;9gJT69qJUibNmfnAPBgsqSmLqVxc3kxXpw1Vk7APDrso;None;Approved;3;0;29.90100132441191;33.333333333333336;31.818181818181817;10;1;0.9545454545454546;0.7382871965988228;14952174;YYYYYYYYYYYYY
FKny5Zv2nrLFKfNH4jatujiiNG2c5mq7MXweKAEBBzse;CfFxZk8eGTc9H1worwuWzhVzi21MZFFAp1toKJ9Zyt1q;None;Approved;12;0;27.60344630103117;26.08695652173913;24.63768115942029;10;1;0.7727272727272727;0.7235917392391277;14654554;lavandos
6EfiVm1bAo8yWgZppb5irTqciv5VC2eoNTFToST5c6Mg;D4NAMzyruddCwjxwPfmKf1R2MNhviszUJAb568koCZ4H;None;Approved;12;0;24.073309570511928;33.333333333333336;33.333333333333336;10;1;1;0.7611561565409376;15415328;None
8Yd6JXi84581f1oEU158yJp5B5ahGPMLnhPBbR9NfnsY;HEeAG2iTZXk9HxtJd9yfpHoWjWeEscxJ6ehZjiRToYAn;None;Pending;None;;;;;;;;;;None
92ZDWNRurKikxrCQcfR9jMMYmqWksgTvSFFJ2Pa5FsMv;Ch2UBdfwRY8UyAKCBzYksu7QYwjCXprkbUo7AY9CSRyS;None;Approved;10;0;21.11719339949628;33.333333333333336;33.333333333333336;10;1;1;0.7465958922537875;15120446;greshnikKing
EE2rSKetydq6C4DkNeeRfffE8ZYJjWhxNnfMisGgRpcr;4NqEh1fBVMRXQwkBGzrhMHERCUDsiMaqg9krWSuWLM2r;None;Pending;None;;;;;;;;;;None
4L8fHW84B9SDj1jtEhYDgjKB58XtFCPLhoD72omhZ7BE;9aUUBU9AQvgeL8GqSubinJWJxhcXptj3nmvhVEAme4HT;None;Pending;None;;;;;;;;;;None
9StH5W5oei8tNy8vrFeu2443Bz52Xr1w7NBmes1xnd2N;Dfc73Czi5K3xa6yKMq98LHJx69PDsSzUvSdCSSqr8NDQ;None;Approved;8;409995434240;100;0;0;0;0;0;0;0;None
6AsFiC2nani6FjHJ6UBGbqhhQc5iFrjHGcbUUHHXrVk2;Hcv2C8DfAFw8uZ7oTQnnpTt4c8s15XHTEw4oZE1YPG8G;None;Pending;None;;;;;;;;;;None
F17dvzmVHJ4MJMG2bj93d3jAQRaA6FzGRh6oysYho4io;DR26uVB5cyg4ui21FWe46TRN3SR8i3v98H2wPjAQxdna;None;Pending;None;;;;;;;;;;None
EV5QcbuJdafM6tSdz841AUvbQXu4V97R1JPZs5Cq6hJk;CQaFuTVTBQCcSpqjMUjdpfgeygbMPVJhobHxV5FitDFu;223;Pending;None;0;25.404174822318712;39.285714285714285;37.5;10;1;0.9545454545454546;0.5872278986360066;11892843;None
J7PEvxr45BSSZhLm5fmJwaFmbnEWXkA8kpJAP7pfyZE8;7kos12TGQYnX62cdu52tre53X6Y7ZicGsbwpNz1d3ESj;None;Pending;None;;;;;;;;;;None
65ZBUAk24sNniDb7ZCya18EH5cWpioyeA7Mh6Fn3PBUY;CXePybCyXiYnxsX2HM32FTKf87Uz2f8mndtmTLgRHkbJ;None;Pending;None;;;;;;;;;;None
J8u1DK5WAXBegKV8vwugDvewcUtWJNEvzDUmYAeKCuTw;9uHTTGceteCv3ysWk71wJ3qPxvxupXiRnjff2hHMxjnq;None;Pending;None;;;;;;;;;;None
5EgBAoCdu6r5BcrntpAW2rm5j77nSxJeD7oMDS927hxq;CbXsiSk1yPyMp4eYAF5VwRUn1bA2nxQ93z2sXeDUwYEc;427;Pending;None;0;23.53818044845393;48.888888888888886;46.666666666666664;10;1;0.9545454545454546;0.44440821849452095;9000385;None
EKH17WCLR6oCVbUJR7YcThnTNRNf1upYRvSnha4Xu7cN;Gp5yqcr6d2LbnPav2PebCHuazH7wytJnYBu1dm54RpUU;359;Pending;14;0;21.728145111761275;47.82608695652174;47.82608695652174;10;1;1;0.44230852886088184;8957861;None
